Post Created Date,Post Created Time,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Message,Link,Score,comment_csv,comment_neg,comment_pos,comment_total,timestamp,week_day,time_slot,polarity,polarity_class,polarity_comment
14-05-22,3:30:58,"24,035",15718,190,120,7701,108,41,6,13,138,Seafood and More Seafood 😄 || Glimpse of our Day 02 in Phuket Join our Group: https://www.facebook.com/groups/269028511277875/,https://www.facebook.com/PetukCouple/videos/1061619418044167/,1.03,petuk-couple_156,3,25,28,2022-05-14 08:30:58,saturday,9,0.985013113525665,7,0.7857142857142857
18-05-22,1:00:03,"11,594",7012,128,50,4235,78,9,3,1,78,Spicy Seafood Beside Sea 😋 🍦 CoolfieWala's Kulfi Malai: https://www.facebook.com/CoolfieWala 200ml Jar: https://ghortheke.com/-p199586168?ref=1:=:https://ghortheke.com/Coolfiewalas-Malai-Kulfi-200ml-p199586168 100ml Jar: https://ghortheke.com/-p415594132?ref=1:=:https://ghortheke.com/Coolfiewalas-Malai-Kulfi-100ml-p415594132 ✅ Join Our FB Group: https://www.facebook.com/groups/269028511277875,https://www.facebook.com/PetukCouple/videos/456494109614904/,-2.01,petuk-couple_157,8,25,33,2022-05-18 06:00:03,wednesday,7,0.9940962761126249,7,0.5151515151515151
14-06-22,9:30:04,"27,780",16610,170,91,10533,53,84,4,14,221,"Roadside Turkish Kabab & Our First Day in Thailand 😍 ✅ Full VLOG on YouTube: https://youtu.be/Ntu5u2_Bki4:=:https://www.youtube.com/watch?v=Ntu5u2_Bki4 Hotel Link: https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1835186&hid=10926:=:https://www.agoda.com/ Food Locations: Turkish Shawarma: https://g.page/sahin-food-co--ltd-?share:=:https://g.page/sahin-food-co--ltd-/?share BLUE BEACH Cafe & Restaurant: https://goo.gl/maps/A5cSu9jF4WSWj56y8:=:https://www.google.com/maps/place/BLUE+BEACH+Cafe+%26+Restaurant/@7.8946704,98.2930506,17z/data=!3m1!4b1!4m5!3m4!1s0x30503b5f19bdfc95:0x73f2d79a55e6b4b2!8m2!3d7.8946478!4d98.2952821?shorturl=1 ✅Thailand Series from Begining: https://youtu.be/mCdwUWhFXJo:=:https://www.youtube.com/watch?v=mCdwUWhFXJo Join our FB Group: https://www.facebook.com/groups/269028511277875/",https://www.facebook.com/PetukCouple/videos/1357382531449829/,1.19,petuk-couple_158,3,26,29,2022-06-14 14:30:04,tuesday,15,0.9812998441653681,7,0.7931034482758621
16-06-22,1:00:04,"103,425",70841,614,876,29483,459,327,31,52,742,"First Seafood Experience in Phuket, Thailand 😍 ✅ Full HD VLOG on YouTube: https://youtu.be/Ntu5u2_Bki4:=:https://www.youtube.com/watch?v=Ntu5u2_Bki4 VLOG Date: 12 May 2022 Hotel Link: https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1835186&hid=10926:=:https://www.agoda.com/ Location: https://goo.gl/maps/J8V5sYRR3uXqmcDW8:=:https://www.google.com/maps/place/Bangla+Night+Market/@7.8933371,98.2976168,21z/data=!4m5!3m4!1s0x30503aa354b345d5:0x6dba2fff7eee517f!8m2!3d7.8934469!4d98.2978667?shorturl=1 Watch Thailand Series from the Beginning: https://www.youtube.com/watch?v=mCdwUWhFXJo&list=PLdVCgt9jtRXonZeOIgRj0lC-IapcHuEcZ",https://www.facebook.com/PetukCouple/videos/978646036162880/,4.45,petuk-couple_159,8,21,29,2022-06-16 06:00:04,thursday,7,0.9736283527368624,7,0.4482758620689655
26-06-22,1:00:55,"533,282",387000,4990,8483,120202,4129,2511,343,765,4859,"🦐 Live Seafood Market || One of the Best Seafood Experiences in Phuket Thailand 🦀 VLOG Date: 13 May, 2022 🍦 Coolfiewala's Kulfi Malai: https://www.facebook.com/CoolfieWala 200ml Jar: https://ghortheke.com/-p199586168?ref=1:=:https://ghortheke.com/Coolfiewalas-Malai-Kulfi-200ml-p199586168 100ml Jar: https://ghortheke.com/-p415594132?ref=1:=:https://ghortheke.com/Coolfiewalas-Malai-Kulfi-100ml-p415594132 Hotel Link: https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1835186&hid=10926:=:https://www.agoda.com/ Banzaan Terrace Restaurant: https://goo.gl/maps/U3eEFHYwciQaiKdN7:=:https://www.google.com/maps/place/FB.Banzaan+Terrace+Restaurant/@7.8909132,98.3017012,20.83z/data=!4m5!3m4!1s0x30503aa447b95383:0xb2cdef59ddbe03e5!8m2!3d7.8911975!4d98.3018932?shorturl=1 Previous Episode: https://youtu.be/mCdwUWhFXJo:=:https://www.youtube.com/watch?v=mCdwUWhFXJo Watch Thailand Series from the Beginning: https://www.youtube.com/watch?v=mCdwUWhFXJo&list=PLdVCgt9jtRXonZeOIgRj0lC-IapcHuEcZ Join our FB Group: https://www.facebook.com/groups/269028511277875/",https://www.facebook.com/PetukCouple/videos/552275223008734/,22.94,petuk-couple_160,15,14,29,2022-06-26 06:00:55,sunday,7,0.9455006814297224,7,-0.034482758620689655
06-07-22,1:00:01,"44,635",33383,702,3771,6432,127,53,5,11,151,"🔥 Afghani Beef Recipe || এই রেসিপিটা তাদের জন্য যাদের একই ধরণের মাংস খেতে আর ইচ্ছা করছে না 😋 ✅ উপকরণ ও পরিমান জানতে YouTube এর Description দেখুন: https://youtu.be/Mnp4FnVDXKM:=:https://www.youtube.com/watch?v=Mnp4FnVDXKM Bashundhara Ruti reasonable and convenient. Also, the delivery charge inside Dhaka is free. You can order through Bashundhara Ruti app! Available in both google play-store and app store! Also, free home delivery all around Dhaka! #BashundharaRuti #ReadytoEat To download- App Store: https://cutt.ly/DTKucuS:=:https://apps.apple.com/ie/app/bashundhara-ruti/id1592501456 PlayStore: https://cutt.ly/5TKudK2:=:https://play.google.com/store/apps/details?id=com.sslwireless.bashudharaCustomerApp&hl=en_US&gl=US Facebook Page: https://www.facebook.com/bashundhara.ruti.bd/ Youtube Channel: https://www.youtube.com/channel/UCMB4lIeb5kbR86rdsY9V3-A ✅Join our Facebook Group: https://www.facebook.com/groups/269028511277875/",https://www.facebook.com/PetukCouple/videos/5434749936589194/,1.92,petuk-couple_161,3,26,29,2022-07-06 06:00:01,wednesday,7,0.9796430151939814,7,0.7931034482758621
17-07-22,8:14:12,"26,343",20693,259,172,4870,64,141,1,32,111,"🔥 Live Seafood BBQ || Streetfood in Thailand 😋 VLOG Date: 13 May, 2022",https://www.facebook.com/PetukCouple/videos/744197473337134/,1.13,petuk-couple_162,6,23,29,2022-07-17 13:14:12,sunday,14,0.9333205594941559,7,0.5862068965517241
24-07-22,1:00:01,"29,527",24114,286,276,4581,77,73,3,14,103,এ যেন বাটির মধ্যে আগুন!! 🔥 Super Spicy Thai Food 😋,https://www.facebook.com/PetukCouple/videos/591641952675623/,1.27,petuk-couple_163,4,25,29,2022-07-24 06:00:01,sunday,7,0.9628942486085343,7,0.7241379310344828
30-07-22,2:12:34,"24,274",19187,232,220,4377,68,47,1,12,130,🔥 থাইল্যান্ডে সিরিয়ান-লেবানিজ খাবার 😋,https://www.facebook.com/PetukCouple/videos/573237730923163/,1.04,petuk-couple_164,7,22,29,2022-07-30 07:12:34,saturday,8,0.9741100323624595,7,0.5172413793103449
06-08-22,2:26:56,"37,030",29053,476,296,6803,92,87,8,18,197,🔥 খাবার এবং জায়গা ২ টাই TOP NOTCH || 😋 Best Beef Soup Beside Sea in Thailand,https://www.facebook.com/PetukCouple/videos/1476869746070321/,1.59,petuk-couple_165,7,22,29,2022-08-06 07:26:56,saturday,8,0.9686328938237335,7,0.5172413793103449
