sentence1
"😋😋😋😋😋"
"ইশরাত জাহান খান"
"# ঈশ্রাত জাহান খান দেখো। পছন্দের একটা শো তে তোমার রান্না। ভালো লাগলো দেখে। ধন্যবাদ মেট্রোম্যান😊"
"পাগল হয়ে জাব😑"
"বাইয়া আরেকটা চিকন বাই উঁনি কৈ শুদু ডাকি আপনি করণ ব্লগ"
"শুধু ওয়াও🖤"
"ভাইয়া ত্মর বাসা কোথায়?"
"❤❤❤"
"লকডাউনে থেকে তুমি কিউট হয়ে গেস ব্রাদার"
"ষালা ফাকে এর দল😑😡😡🤬 ওদের রেভিএও দেখে খাইতে জেয়ে ৩০০০ তক শেশ শুধু শুধু ভারার কথা তহ বাআদ এ দিলাম। জত বাআর আমার শাম্নে এদের ভদ আশবে ততবাআর এই একি চম্নত করব😡 কশ্তের তক গুলা গেসে আমার এম্নে এম্নে ছারব তদের?🤬🤬"
"জার চাকে আর সিযে ছত পলাউ আরে দাম আটো থিক না ট্ম্রা আক্তু বেত্তের ভাবে রেভিও দেওর ত্র্য কর সব কিছু কেই ভ্ল বলা ভাল না 🙃"
"তাহসিন নাফিম"
